HEI Name,UII,Region,HEI Type,Province,City/Municipality,Status
Northlink Technological College,11170,11,1,Davao del Norte,Panabo City,Existing
Tagum City College of Science and Technology Foundation,11172,11,1,Davao del Norte,Tagum City,Existing
Davao De Oro State College,11173,11,2a,Davao de Oro,Compostela,Existing
Institute of International Culinary and Hospitality Entrepreneurship Inc.,11174,11,1,Davao del Sur,Davao City,Existing
Asian International School of Aeronautics and Technology,11175,11,1,Davao del Sur,Davao City,Existing
Davao De Oro State College-Maragusan Branch,11176,11,2b,Davao de Oro,Maragusan,Existing
Davao De Oro State College-Montevista Branch,11177,11,2b,Davao de Oro,Montevista,Existing
Davao De Oro State College-New Bataan Branch,11178,11,2b,Davao de Oro,New Bataan,Existing
Joji Ilagan International Management School,11179,11,1,Davao del Sur,Davao City,Existing
Malayan Colleges Mindanao,11180,11,1,Davao del Sur,Davao City,Existing
Card-MRI Development Institute,11181,11,1,Davao del Norte,Tagum City,Existing
"Sto. Tomas College of Agriculture, Sciences and Technology",11182,11,3,Davao del Norte,Sto. Tomas,Existing
Lyceum of the Philippines-Davao,11183,11,1,Davao del Sur,Davao City,Existing
Maryknoll College of Panabo,11184,11,1,Davao del Norte,Panabo City,Existing
Samal Island City College,11185,11,3,Davao del Norte,Island Garden City of Samal,Existing
STI College-Tagum,11186,11,1,Davao del Norte,Tagum City,Existing
Colegio de Caraga,11188,11,1,Davao Oriental,Caraga,Existing
AMYA Polytechnic College,11189,11,1,Davao del Sur,Davao City,Existing
Maco de Oro College,11190,11,3,Davao de Oro,Maco,Existing
City College of Davao,11191,11,3,Davao del Sur,Davao City,Existing
Colegio de Nabunturan,11192,11,3,Davao de Oro,Nabunturan,Existing
Davao del Norte State College-Carmen Campus,11193,11,2b,Davao del Norte,Carmen,Existing
Rizal Memorial Colleges-Tagum Campus,11194,11,1,Davao del Norte,Tagum City,Existing
Davao Oriental International Technology College,11195,11,1,Davao Oriental,Mati City,Existing
Central Mindanao Colleges,12002,12,1,North Cotabato,Kidapawan City,Existing
North Central Mindanao College,12003,10,1,Lanao del Norte,Lala,Existing
Regency Polytechnic College,12005,12,1,South Cotabato,Koronadal City,Existing
Cotabato Foundation College of Science and Technology,12008,12,2a,North Cotabato,Arakan,Existing
Cotabato Foundation College of Science and Technology-Pikit Campus,12008d,12,2b,North Cotabato,Pikit,Existing
Cotabato Medical Foundation College,12010,12,1,North Cotabato,Midsayap,Existing
Dr. Domingo B. Tamondong Memorial Hospital and College Foundation,12012,12,1,Sultan Kudarat,Esperanza,Existing
Iligan Capitol College,12018,10,1,Lanao del Norte,Iligan City,Existing
Iligan Medical Center College,12020,10,1,Lanao del Norte,Iligan City,Existing
King's College of Isulan,12025,12,1,Sultan Kudarat,Isulan,Existing
Mindanao State University-Lanao Del Norte Agricultural College,12028,10,2b,Lanao del Norte,Sultan Naga Dimaporo,Existing
Lebak Family Doctors' School of Midwifery,12031,12,1,Sultan Kudarat,Lebak,Existing
Mindanao State University-Maigo School of Arts and Trades,12033,10,2b,Lanao del Norte,Maigo,Existing
Adventist Medical Center College,12039,10,1,Lanao del Norte,Iligan City,Existing
Mindanao State University - Iligan Institute of Technology,12042,10,2b,Lanao del Norte,Iligan City,Existing
University of Southern Mindanao-Kidapawan City Campus,12044,12,2b,North Cotabato,Kidapawan City,Existing
Colegio de Kidapawan,12045,12,1,North Cotabato,Kidapawan City,Existing
Notre Dame of Kidapawan College,12049,12,1,North Cotabato,Kidapawan City,Existing
Notre Dame of Midsayap College,12050,12,1,North Cotabato,Midsayap,Existing
Notre Dame of Salaman College,12051,12,1,Sultan Kudarat,Lebak,Existing
Notre Dame of Tacurong College,12052,12,1,Sultan Kudarat,Tacurong City,Existing
St. Michael's College,12061,10,1,Lanao del Norte,Iligan City,Existing
St. Peter's College,12062,10,1,Lanao del Norte,Iligan City,Existing
Santa Monica Institute of Technology,12063,10,1,Lanao del Norte,Iligan City,Existing
Senator Ninoy Aquino College Foundation,12064,12,1,Sultan Kudarat,Sen. Ninoy Aquino,Existing
Southern Baptist College,12066,12,1,North Cotabato,Mlang,Existing
Southern Christian College,12067,12,1,North Cotabato,Midsayap,Existing
Southern Mindanao Institute of Technology,12068,12,1,Sultan Kudarat,Tacurong City,Existing
Southern Philippines Methodist College,12069,12,1,North Cotabato,Kidapawan City,Existing
Sultan Kudarat Educational Institution,12072,12,1,Sultan Kudarat,Tacurong City,Existing
Sultan Kudarat State University,12074,12,2a,Sultan Kudarat,Tacurong City,Existing
Sultan Kudarat State University-Isulan,12074a,12,2b,Sultan Kudarat,Isulan,Existing
Sultan Kudarat State University-Lutayan,12074b,12,2b,Sultan Kudarat,Lutayan,Existing
Sultan Kudarat State University-Kalamansig,12074c,12,2b,Sultan Kudarat,Kalamansig,Existing
Sultan Kudarat State University-Bagumbayan,12074d,12,2b,Sultan Kudarat,Bagumbayan,Existing
Sultan Kudarat State University-Palimbang,12074f,12,2b,Sultan Kudarat,Palimbang,Existing
Sultan Kudarat State University-Tacurong,12074g,12,2b,Sultan Kudarat,Tacurong City,Existing
University of Southern Mindanao,12078,12,2a,North Cotabato,Kabacan,Existing
North Valley College Foundation,12086,12,1,North Cotabato,Kidapawan City,Existing
Lyceum of Iligan Foundation,12090,10,1,Lanao del Norte,Iligan City,Existing
Central Mindanao Computer School,12093,12,1,North Cotabato,Mlang,Existing
Christ The King College De Maranding,12094,10,1,Lanao del Norte,Lala,Existing
Lanao School of Science and Technology,12096,10,1,Lanao del Norte,Lala,Existing
Masters Technological Institute of Mindanao,12100,10,1,Lanao del Norte,Iligan City,Existing
Adventist College of Technology,12104,12,1,South Cotabato,Tupi,Existing
Goldenstate College,12105,12,1,South Cotabato,General Santos City,Existing
General Santos Doctors' Medical School Foundation,12108,12,1,South Cotabato,General Santos City,Existing
Notre Dame-Siena College of Polomolok,12110,12,1,South Cotabato,Polomolok,Existing
Brokenshire College SOCSKSARGEN,12112,12,1,South Cotabato,General Santos City,Existing
Holy Child College of Information Technology,12114,12,1,South Cotabato,Surallah,Existing
South East Asian Institute of Technology,12115,12,1,South Cotabato,Tupi,Existing
VMC Asian College Foundation,12116,12,1,Sultan Kudarat,Tacurong City,Existing
Asian Colleges and Technological Institute,12117,12,1,North Cotabato,Kabacan,Existing
Stratford International School,12119,12,1,South Cotabato,General Santos City,Existing
ACLC College of Marbel,12120,12,1,South Cotabato,Koronadal City,Existing
Korbel Foundation College,12121,12,1,South Cotabato,Koronadal City,Existing
STI College of Koronadal City,12122,12,1,South Cotabato,Koronadal City,Existing
i-Link College of Science and Technology,12124,12,1,North Cotabato,Midsayap,Existing
Goldenstate College of Koronadal City,12126,12,1,South Cotabato,Koronadal City,Existing
Marvelous College of Technology,12127,12,1,South Cotabato,Koronadal City,Existing
STI College - Koronadal City - Tacurong City Branch,12129,12,1,Sultan Kudarat,Tacurong City,Existing
B.E.S.T. College of Polomolok,12130,12,1,South Cotabato,Polomolok,Existing
Ramon Magsaysay Memorial College - Marbel,12131,12,1,South Cotabato,Koronadal City,Existing
General Santos Academy,12132,12,1,South Cotabato,Polomolok,Existing
Marbel Institute of Technical College,12133,12,1,South Cotabato,Koronadal City,Existing
Joji Ilagan International School of Hotel & Tourism Management,12136,12,1,South Cotabato,General Santos City,Existing
MMG College of General Santos City,12138,12,1,South Cotabato,General Santos City,Existing
Villamor College of Business and Arts,12139,12,1,South Cotabato,General Santos City,Existing
Cronasia Foundation College,12140,12,1,South Cotabato,General Santos City,Existing
Kidapawan Doctors College,12142,12,1,North Cotabato,Kidapawan City,Existing
Kulaman Academy,12143,12,1,Sultan Kudarat,Sen. Ninoy Aquino,Existing
Gensan College of Technology,12144,12,1,South Cotabato,General Santos City,Existing
Primasia Foundation College,12145,12,1,Sarangani,Poblacion Alabel,Existing
Southpoint College of Arts and Technology,12146,12,1,South Cotabato,General Santos City,Existing
Makilala Institute of Science and Technology,12147,12,3,North Cotabato,Makilala,Existing
West Celebes College of Technology,12148,12,1,Sultan Kudarat,Lebak,Existing
South Central Mindanao College of Science and Technology,12149,12,1,Sultan Kudarat,Tacurong City,Existing
Filipino Canadian Community College Foundation,12150,12,1,South Cotabato,General Santos City,Existing
New Era University-General Santos City,12151,12,1,South Cotabato,General Santos City,Existing
Glan Institute of Technology,12153,12,3,Sarangani,Glan,Existing
Southern Philippine Technical College of Koronadal,12155,12,1,South Cotabato,Koronadal City,Existing
Goldenstate College of Kiamba,12157,12,1,South Cotabato,Kiamba,Existing
Goldenstate College of Maasim,12158,12,1,Sarangani,Sarangani,Existing
Goldenstate College of Malungon,12159,12,1,South Cotabato,Malungon,Existing
New Brighton School of the Philippines,12160,12,1,South Cotabato,General Santos City,Existing
Pacific Southbay College,12161,12,1,South Cotabato,General Santos City,Existing
Goodwill Colleges of North Eastern Philippines,12162,12,1,Sultan Kudarat,Tacurong City,Existing
King Solomon Institute,12163,12,1,South Cotabato,General Santos City,Existing
Santo Niño College Foundation,12164,12,1,South Cotabato,Banga,Existing
VMC Asian College of President Quirino,12165,12,1,Sultan Kudarat,President Quirino,Existing
Envirogreen School of Technology,12166,12,1,South Cotabato,General Santos City,Existing
New Hope School of Agriculture and Fishery,12167,12,1,South Cotabato,Polomolok,Existing
UST General Santos,12168,12,1,South Cotabato,General Santos City,Existing
Malapatan College of Science and Technology,12169,12,3,Sarangani,Malapatan,Existing
South Asiatech College,12170,12,1,South Cotabato,Koronadal City,Existing
North Circle Academy,12171,12,1,North Cotabato,Pigcawayan,Existing
UPM-School of Health And Sciences - Koronadal Campus,12172,12,2b,South Cotabato,Koronadal City,Existing
Adamson University,13001,13,1,Metro Manila,Ermita,Existing
Air Link International Aviation College,13002,13,1,Metro Manila,Pasay City,Existing
Alliance Graduate School,13005,13,1,Metro Manila,Quezon City,Existing
AMA Computer College-Makati,13006,13,1,Metro Manila,Makati City,Existing
AMA Computer University,13007,13,1,Metro Manila,Quezon City,Existing
Arellano University-Manila,13009,13,1,Metro Manila,Sampaloc,Existing
Arellano University-Malabon,13010,13,1,Metro Manila,Malabon City,Existing
Arellano University-Pasay,13011,13,1,Metro Manila,Pasay City,Existing
Arellano University-Pasig,13012,13,1,Metro Manila,Pasig City,Existing
Asia Pacific College,13014,13,1,Metro Manila,Makati City,Existing
Asian Institute for Distance Education,13015,13,1,Metro Manila,Makati City,Existing
Asian Institute of Journalism and Communication,13016,13,1,Metro Manila,Sampaloc,Existing
Asian Institute of Management,13017,13,1,Metro Manila,Makati City,Existing
Asian Institute of Maritime Studies,13018,13,1,Metro Manila,Pasay City,Existing
Asian Seminary of Christian Ministries,13019,4,1,Cavite,Silang,Existing
Asian Social Institute,13020,13,1,Metro Manila,Malate,Existing
Asian Theological Seminary,13021,13,1,Metro Manila,Quezon City,Existing
Assumption College,13022,13,1,Metro Manila,Makati City,Existing
Ateneo de Manila University-Quezon City,13023,13,1,Metro Manila,Quezon City,Existing
Ateneo De Manila University School of Medicine and Public Health,13023a,13,1,Metro Manila,Pasig City,Existing
Ateneo de Manila University Graduate School of Business,13024,13,1,Metro Manila,Makati City,Existing
Bernardo College,13025,13,1,Metro Manila,Las Piñas City,Existing
Biblical Seminary of the Philippines,13026,13,1,Metro Manila,Valenzuela City,Existing
CAP College Foundation,13027,13,1,Metro Manila,Makati City,Existing
University of Asia and the Pacific,13028,13,1,Metro Manila,Pasig City,Existing
Central Colleges of the Philippines,13029,13,1,Metro Manila,Quezon City,Existing
Centro Escolar University-Manila,13031,13,1,Metro Manila,San Miguel,Existing
Chiang Kai Shek College,13032,13,1,Metro Manila,Tondo,Existing
Chinese General Hospital Colleges,13034,13,1,Metro Manila,Sta. Cruz,Existing
Saint Anthony Mary Claret College,13035,13,1,Metro Manila,Quezon City,Existing
Colegio de San Juan de Letran,13037,13,1,Metro Manila,Intramuros,Existing
Concordia College,13040,13,1,Metro Manila,Paco,Existing
De La Salle University-Manila,13046,13,1,Metro Manila,Malate,Existing
De Ocampo Memorial College,13048,13,1,Metro Manila,Sta. Mesa,Existing
Divine Word Mission Seminary,13049,13,1,Metro Manila,Quezon City,Existing
De La Salle-College of Saint Benilde,13050,13,1,Metro Manila,Malate,Existing
Dominican College,13051,13,1,Metro Manila,San Juan City,Existing
Don Bosco Technical College,13052,13,1,Metro Manila,Mandaluyong City,Existing
Dr. Carlos S. Lanting College,13053,13,1,Metro Manila,Quezon City,Existing
Emilio Aguinaldo College - Manila,13054,13,1,Metro Manila,Paco,Existing
"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",13056,13,2a,Metro Manila,Sampaloc,Existing
"Eulogio ""Amang"" Rodriguez Institute of Science and Technology-Cavite",13056a,4,2b,Cavite,General Mariano Alvarez,Existing
Far Eastern University,13061,13,1,Metro Manila,Sampaloc,Existing
Fatima Medical Science Foundation (Valenzuela),13062,13,#N/A,Metro Manila,Valenzuela City,Merged
FEATI University,13063,13,1,Metro Manila,Sta. Cruz,Existing
Febias College of Bible,13064,13,1,Metro Manila,Valenzuela City,Existing
FEU-FERN College,13065,13,1,Metro Manila,Quezon City,Existing
FEU-Dr. Nicanor Reyes Medical Foundation,13066,13,1,Metro Manila,Quezon City,Existing
Governor Andres Pascual College,13069,13,1,Metro Manila,Navotas City,Existing
Greenville College,13070,13,1,Metro Manila,Pasig City,Existing
De La Salle-Araneta University,13072,13,1,Metro Manila,Malabon City,Existing
Holy Rosary College Foundation,13075,13,1,Metro Manila,Caloocan City,Existing
Institute of Community and Family Health,13077,13,1,Metro Manila,Quezon City,Existing
Institute of Formation and Religious Studies,13078,13,1,Metro Manila,Quezon City,Existing
Interface Computer College-Manila,13079,13,1,Metro Manila,Sampaloc,Existing
International Baptist College,13081,13,1,Metro Manila,Mandaluyong City,Existing
International Graduate School of Leadership,13082,13,1,Metro Manila,Quezon City,Existing
Jose Rizal University,13084,13,1,Metro Manila,Mandaluyong City,Existing
University of Caloocan City,13085,13,3,Metro Manila,Caloocan City,Existing
La Consolacion College-Manila,13086,13,1,Metro Manila,San Miguel,Existing
La Consolacion College-Caloocan,13087,13,1,Metro Manila,Caloocan City,Existing
Lacson College,13088,13,1,Metro Manila,Pasay City,Existing
Centro Escolar Las Piñas,13089,13,1,Metro Manila,Las Piñas City,Existing
Regis Marie College,13091,13,1,Metro Manila,Parañaque City,Existing
Lyceum of the Philippines University,13092,13,1,Metro Manila,Intramuros,Existing
City of Malabon University,13093,13,3,Metro Manila,Malabon City,Existing
Manila Central University,13094,13,1,Metro Manila,Caloocan City,Existing
Manila Tytana Colleges,13095,13,1,Metro Manila,Pasay City,Existing
Manila Law College,13096,13,1,Metro Manila,Sta. Cruz,Existing
Manila Adventist College,13097,13,1,Metro Manila,Pasay City,Existing
Manila Theological College,13098,13,1,Metro Manila,Sampaloc,Existing
Manuel L. Quezon University,13099,13,1,Metro Manila,Quiapo,Existing
Mapua University-Manila,13100,13,1,Metro Manila,Intramuros,Existing
Mapua University-Makati,13100a,13,1,Metro Manila,Makati City,Existing
Marikina Polytechnic College,13101,13,2a,Metro Manila,Marikina City,Existing
Martinez Memorial College,13102,13,1,Metro Manila,Caloocan City,Existing
Mary Chiles College,13103,13,1,Metro Manila,Sampaloc,Existing
CICM Maryhill School of Theology,13105,13,1,Metro Manila,Quezon City,Existing
Metro Business College-Pasay,13107,13,1,Metro Manila,Pasay City,Existing
Metro Manila College,13109,13,1,Metro Manila,Quezon City,Existing
"Metropolitan Medical Center College of Arts, Science and Technology",13110,13,1,Metro Manila,Sta. Cruz,Existing
Miriam College,13111,13,1,Metro Manila,Quezon City,Existing
Mother of Life Center,13112,13,1,Metro Manila,Quezon City,Existing
Pamantasan ng Lungsod ng Muntinlupa,13114,13,3,Metro Manila,Muntinlupa City,Existing
NAMEI Polytechnic Institute,13115,13,1,Metro Manila,Mandaluyong City,Existing
National College of Business and Arts-Cubao,13116,13,1,Metro Manila,Quezon City,Existing
National College of Business and Arts-Fairview,13117,13,1,Metro Manila,Quezon City,Existing
The National Teachers College,13120,13,1,Metro Manila,Quiapo,Existing
National University,13121,13,1,Metro Manila,Sampaloc,Existing
Navotas Polytechnic College,13122,13,3,Metro Manila,Navotas City,Existing
New Era University,13123,13,1,Metro Manila,Quezon City,Existing
Olivarez College,13124,13,1,Metro Manila,Parañaque City,Existing
Our Lady of Fatima University-Valenzuela,13125,13,1,Metro Manila,Valenzuela City,Existing
Our Lady of Lourdes College,13126,13,1,Metro Manila,Valenzuela City,Existing
Our Lady of the Angels Seminary,13127,13,1,Metro Manila,Quezon City,Existing
PACE Graduate School of Christian Education,13129,13,1,Metro Manila,Quezon City,Existing
Pamantasan ng Lungsod ng Maynila,13130,13,3,Metro Manila,Intramuros,Existing
City University of Pasay,13131,13,3,Metro Manila,Pasay City,Existing
University of Makati,13132,13,3,Metro Manila,Makati City,Existing
Pasig Catholic College,13133,13,1,Metro Manila,Pasig City,Existing
PATTS College of Aeronautics,13134,13,1,Metro Manila,Parañaque City,Existing
Perpetual Help College of Manila,13135,13,1,Metro Manila,Sampaloc,Existing
University of Perpetual Help System Dalta,13136,13,1,Metro Manila,Las Piñas City,Existing
Philippine Dominican Center of Institutional Studies,13137,13,1,Metro Manila,Quezon City,Existing
Philippine Christian University,13138,13,1,Metro Manila,Malate,Existing
Philippine College of Criminology,13139,13,1,Metro Manila,Sta. Cruz,Existing
Philippine College of Health Sciences,13140,13,1,Metro Manila,Quiapo,Existing
St. Louis College-Valenzuela,13141,13,1,Metro Manila,Valenzuela City,Existing
Philippine Law School,13142,13,1,Metro Manila,Pasay City,Existing
Philippine Merchant Marine Academy,13143,3,2a,Zambales,San Narciso,Existing
Philippine Merchant Marine School-Manila,13144,13,1,Metro Manila,Sta. Cruz,Existing
Philippine Merchant Marine School-Las Piñas,13145,13,1,Metro Manila,Las Piñas City,Existing
Philippine Normal University,13146,13,2a,Metro Manila,Ermita,Existing
Philippine School of Business Administration-Quezon City,13147,13,1,Metro Manila,Quezon City,Existing
Philippine School of Business Administration-Manila,13148,13,1,Metro Manila,Sampaloc,Existing
National Aviation Academy of the Philippines,13149,13,2a,Metro Manila,Pasay City,Existing
The Philippine Women's University-Manila,13150,13,1,Metro Manila,Malate,Existing
PHILSIN College Foundation,13152,13,1,Metro Manila,Sta. Mesa,Existing
PMI Colleges-Manila,13153,13,1,Metro Manila,Sta. Cruz,Existing
PMI Colleges-Quezon City,13154,13,1,Metro Manila,Quezon City,Existing
Polytechnic University of the Philippines,13155,13,2a,Metro Manila,Sta. Mesa,Existing
Polytechnic University of The Philippines-Open University,13155a,13,2b,Metro Manila,Sta. Mesa,Merged
Polytechnic University of the Philippines-San Pedro,13155b,4,2b,Laguna,San Pedro City,Existing
Polytechnic University of the Philippines-Ragay,13155e,5,2b,Camarines Sur,Ragay,Existing
Polytechnic University of the Philippines-Sta. Rosa,13155f,4,2b,Laguna,Sta. Rosa City,Existing
Polytechnic University of The Philippines-Pulilan,13155g,3,2b,Bulacan,Pulilan,Existing
"Polytechnic University of the Philippines-Sta. Maria, Bulacan",13155h,3,2b,Bulacan,Sta. Maria,Existing
Polytechnic University of the Philippines-San Juan Campus,13155i,13,2b,Metro Manila,San Juan City,Existing
Polytechnic University of the Philippines-Calauan,13155j,4,2b,Laguna,Calauan,Existing
Polytechnic University of the Philippines-Biñan,13155k,4,2b,Laguna,Biñan City,Existing
"Polytechnic University of the Philippines-General Luna, Quezon",13155l,4,2b,Quezon Province,General Luna,Existing
Polytechnic University of the Philippines-Bansud Campus,13155m,17,2b,Oriental Mindoro,Bansud,Existing
Polytechnic University of the Philippines-Cabiao,13155n,3,2b,Nueva Ecija,Cabiao,Existing
Polytechnic University of the Philippines-Sablayan Campus,13155o,17,2b,Occidental Mindoro,Sablayan,Existing
Polytechnic University of the Philippines-Parañaque Campus,13155p,13,2b,Metro Manila,Parañaque City,Existing
Polytechnic University of the Philippines-Alfonso,13155q,4,2b,Cavite,Alfonso,Existing
Polytechnic University of the Philippines-Taguig,13156,13,2b,Metro Manila,Taguig City,Existing
World Citi Colleges-Quezon City,13157,13,1,Metro Manila,Quezon City,Existing
Makati Medical Center College,13159,13,1,Metro Manila,Makati City,Existing
Republican College,13160,13,1,Metro Manila,Quezon City,Existing
Rizal Technological University,13161,13,2a,Metro Manila,Mandaluyong City,Existing
Roosevelt College-Marikina,13162,13,1,Metro Manila,Marikina City,Existing
Saint Francis of Assisi College,13166,13,1,Metro Manila,Las Piñas City,Existing
St. Joseph's College of Quezon City,13168,13,1,Metro Manila,Quezon City,Existing
St. Jude College,13169,13,1,Metro Manila,Sampaloc,Existing
St. Paul University-Manila,13170,13,1,Metro Manila,Malate,Existing
St. Paul University-Quezon City,13171,13,1,Metro Manila,Quezon City,Existing
Saint Rita College-Manila,13172,13,1,Metro Manila,Quiapo,Existing
St. Scholastica's College,13174,13,1,Metro Manila,Malate,Existing
Samson College of Science and Technology-Quezon City,13177,13,1,Metro Manila,Quezon City,Existing
San Beda University,13178,13,1,Metro Manila,San Miguel,Existing
San Carlos Seminary,13179,13,1,Metro Manila,Makati City,Existing
San Juan de Dios Educational Foundation,13180,13,1,Metro Manila,Pasay City,Existing
San Sebastian College-Recoletos,13181,13,1,Metro Manila,Sampaloc,Existing
Santa Isabel College of Manila,13183,13,1,Metro Manila,Ermita,Existing
Siena College,13185,13,1,Metro Manila,Quezon City,Existing
Southeastern College,13186,13,1,Metro Manila,Pasay City,Existing
St. Luke's College of Medicine-William H. Quasha Memorial,13188,13,1,Metro Manila,Quezon City,Existing
Stella Maris College,13191,13,1,Metro Manila,Quezon City,Existing
Systems Plus Computer College-Quezon City,13192,13,1,Metro Manila,Quezon City,Existing
Technological Institute of the Philippines-Manila,13193,13,1,Metro Manila,Quiapo,Existing
Technological Institute of the Philippines-Quezon City,13194,13,1,Metro Manila,Quezon City,Existing
Technological University of the Philippines,13195,13,2a,Metro Manila,Ermita,Existing
Trinity University of Asia,13197,13,1,Metro Manila,Quezon City,Existing
Technological University of the Philippines-Taguig,13198,13,2b,Metro Manila,Taguig City,Existing
Unciano Colleges and General Hospital,13199,13,1,Metro Manila,Sta. Mesa,Existing
Southeast Asian College,13200,13,1,Metro Manila,Quezon City,Existing
University of the East-Ramon Magsaysay Memorial Medical Center,13201,13,1,Metro Manila,Quezon City,Existing
The University of Manila,13202,13,1,Metro Manila,Sampaloc,Existing
University of Santo Tomas,13203,13,1,Metro Manila,Sampaloc,Existing
University of the East-Manila,13204,13,1,Metro Manila,Sampaloc,Existing
University of the East-Caloocan,13205,13,1,Metro Manila,Caloocan City,Existing
University of the Philippines,13206,13,2a,Metro Manila,Quezon City,Existing
University of the Philippines-Diliman (Pampanga),13206a,3,2b,Pampanga,San Fernando City,Existing
University of the Philippines-Diliman (Olongapo City),13206b,3,2b,Zambales,Olongapo City,Existing
University of the Philippines-Manila,13207,13,2b,Metro Manila,Malate,Existing
University of the Philippines Manila - School of Health Sciences,13207a,8,2b,Leyte,Palo,Existing
Angelicum College,13210,13,1,Metro Manila,Quezon City,Existing
Universidad de Manila,13212,13,3,Metro Manila,Ermita,Existing
Don Bosco Center of Studies,13213,13,1,Metro Manila,Parañaque City,Existing
IETI College-Alabang,13216,13,1,Metro Manila,Muntinlupa City,Existing
Our Lady of Perpetual Succor College,13218,13,1,Metro Manila,Marikina City,Existing
San Beda College-Alabang,13220,13,1,Metro Manila,Muntinlupa City,Existing
St. Dominic Savio College,13221,13,1,Metro Manila,Caloocan City,Existing
St. John Technological College of the Philippines,13222,13,1,Metro Manila,Quezon City,Existing
STI College-Alabang,13223,13,1,Metro Manila,Muntinlupa City,Existing
STI College-Cubao,13224,13,1,Metro Manila,Quezon City,Existing
STI College-Shaw,13225,13,1,Metro Manila,Pasig City,Existing
STI College-Global City,13226,13,1,Metro Manila,Taguig City,Existing
STI College-Caloocan,13227,13,1,Metro Manila,Caloocan City,Existing
STI College - San Jose del Monte,13228,3,1,Bulacan,San Jose del Monte City,Existing
STI College-Muñoz EDSA,13230,13,1,Metro Manila,Quezon City,Existing
STI College-Novaliches,13231,13,1,Metro Manila,Quezon City,Existing
STI College-Fairview,13232,13,1,Metro Manila,Quezon City,Existing
STI College Pasay-EDSA,13233,13,1,Metro Manila,Malate,Existing
Philippine Rehabilitation Institute Foundation,13236,13,1,Metro Manila,Quezon City,Existing
Immaculada Concepcion College,13237,13,1,Metro Manila,Caloocan City,Existing
West Bay College,13239,13,1,Metro Manila,Muntinlupa City,Existing
System Plus Computer College-Caloocan,13240,13,1,Metro Manila,Caloocan City,Existing
Saint Bernadette College of Alabang,13242,13,1,Metro Manila,Muntinlupa City,Existing
Children of Mary Immaculate College,13243,13,1,Metro Manila,Valenzuela City,Existing
Informatics College-Manila,13246,13,1,Metro Manila,Sampaloc,Existing
The Fisher Valley College,13249,13,1,Metro Manila,Taguig City,Existing
Caloocan City Polytechnic College-Camarin,13250,13,1,Metro Manila,#N/A,Merged
La Consolacion College-Novaliches,13251,13,1,Metro Manila,Caloocan City,Existing
National Defense College,13253,13,4b,Metro Manila,Quezon City,Existing
Philippine Public Safety College,13254,13,4b,Metro Manila,Taguig City,Existing
ABE International College of Business and Economics-Manila,13256,13,1,Metro Manila,Sampaloc,Existing
AMA Computer College-Caloocan,13257,13,1,Metro Manila,Caloocan City,Existing
AMA Computer College-Fairview,13258,13,1,Metro Manila,Quezon City,Existing
AMA Computer College-Parañaque,13259,13,1,Metro Manila,Parañaque City,Existing
AMA Computer College-Sta. Mesa,13260,13,1,Metro Manila,Sta. Mesa,Existing
Divine Mercy College Foundation,13263,13,1,Metro Manila,Caloocan City,Existing
Interface Computer College-Caloocan,13267,13,1,Metro Manila,Caloocan City,Existing
Our Lady of Fatima University-Quezon City,13269,13,1,Metro Manila,Quezon City,Existing
Our Lady of Lourdes Technological College,13270,13,1,Metro Manila,Quezon City,Existing
St. Clare College of Caloocan,13272,13,1,Metro Manila,Caloocan City,Existing
STI College-Las Piñas,13274,13,1,Metro Manila,Las Piñas City,Existing
Dr. Filemon C. Aguilar Memorial College of Las Piñas,13276,13,3,Metro Manila,Las Piñas City,Existing
Asia Graduate School of Theology,13277,13,1,Metro Manila,Quezon City,Existing
AMA Computer College-Las Piñas,13280,13,1,Metro Manila,Las Piñas City,Existing
AMA Computer College-Pasig City,13282,13,1,Metro Manila,Pasig City,Existing
Fatima Medical Science Foundation (Lagro),13289,13,1,Metro Manila,Quezon City,Merged
Pamantasan ng Lungsod ng Pasig,13290,13,3,Metro Manila,Pasig City,Existing
Wesleyan College of Manila,13292,13,1,Metro Manila,Pasay City,Existing
Loral Douglas Woosley Bethany Colleges,13293,13,1,Metro Manila,Makati City,Existing
STI College-Marikina,13294,13,1,Metro Manila,Marikina City,Existing
IETI College of Science and Technology-Marikina,13295,13,1,Metro Manila,Marikina City,Existing
Manila Business College Foundation,13296,13,1,Metro Manila,Sta. Cruz,Existing
Access Computer and Technical Colleges-Manila,13301,13,1,Metro Manila,Quiapo,Existing
Criminal Justice College,13303,13,1,Metro Manila,Muntinlupa City,Existing
Entrepreneurs School of Asia,13304,13,1,Metro Manila,Quezon City,Existing
St. Mary's College,13306,13,1,Metro Manila,Quezon City,Existing
ABE International College of Business and Accountancy-Cubao,13308,13,1,Metro Manila,Quezon City,Existing
ABE International College of Business and Economics-Las Piñas,13309,13,1,Metro Manila,Las Piñas City,Existing
Development Academy of the Philippines,13310,13,4b,Metro Manila,Pasig City,Existing
National Christian Life College,13311,13,1,Metro Manila,Marikina City,Existing
Global City Innovative College,13312,13,1,Metro Manila,Makati City,Existing
Southville International School and Colleges,13314,13,1,Metro Manila,Las Piñas City,Existing
Information and Communications Technology Academy,13315,13,1,Metro Manila,Makati City,Existing
Our Lady of Guadalupe Colleges,13316,13,1,Metro Manila,Mandaluyong City,Existing
